iter	RMSE
0	0.1371264084
1	0.1339895635
2	0.1310893141
3	0.1283848198
4	0.1254306066
5	0.1224642333
6	0.1197913453
7	0.1173840608
8	0.1149048822
9	0.1123858197
10	0.1099705634
11	0.107813353
12	0.105656961
13	0.1036729926
14	0.1017312109
15	0.09974004036
16	0.09800798127
17	0.09622713551
18	0.09449870749
19	0.09278088262
20	0.09124637049
21	0.08980115852
22	0.08832727147
23	0.08694378661
24	0.08539048789
25	0.08423921036
26	0.08300916711
27	0.08184023544
28	0.08079294412
29	0.0796463641
30	0.07862739999
31	0.07769895936
32	0.07671762187
33	0.07573055472
34	0.07475889742
35	0.07389639341
36	0.07311193299
37	0.07231212808
38	0.07161127525
39	0.07083814007
40	0.07009859835
41	0.06947540457
42	0.0688311156
43	0.0681604213
44	0.06754557169
45	0.06690297274
46	0.06634456005
47	0.06587034145
48	0.06533914841
49	0.06483566064
50	0.06432394288
51	0.06380873682
52	0.06339361617
53	0.06292269721
54	0.06252200601
55	0.0621363602
56	0.06178632865
57	0.06139482113
58	0.06109058557
59	0.06079850861
60	0.06044261164
61	0.0601152696
62	0.05982261513
63	0.05951017104
64	0.05925856222
65	0.05894757581
66	0.05873901871
67	0.05849815662
68	0.05826894803
69	0.05804995628
70	0.0578663615
71	0.057582076
72	0.05739062715
73	0.05716021498
74	0.05699250525
75	0.05682183005
76	0.05657620189
77	0.05640340473
78	0.05622062226
79	0.05599443623
80	0.05576434531
81	0.0556352353
82	0.05543750481
83	0.05530041501
84	0.05511153628
85	0.05498710582
86	0.05478752642
87	0.05462437164
88	0.05450043953
89	0.05434138205
90	0.05421324493
91	0.0540229304
92	0.05388169281
93	0.05374559547
94	0.05361057888
95	0.05344687861
96	0.05338819927
97	0.05332338063
98	0.05319612957
99	0.05307771599
100	0.05294834972
101	0.05286460127
102	0.05274680799
103	0.05263709623
104	0.05259713878
105	0.05247553011
106	0.05236743566
107	0.05226939352
108	0.05210700094
109	0.05196564472
110	0.05179574815
111	0.05171083542
112	0.05159802955
113	0.05149604836
114	0.05138480847
115	0.05128406682
116	0.0511963611
117	0.05109902253
118	0.051022526
119	0.0509591984
120	0.05087752451
121	0.0507706931
122	0.05073140506
123	0.05068074165
124	0.05062501511
125	0.05053120003
126	0.05045899366
127	0.05041108082
128	0.05029675979
129	0.05016861793
130	0.0500415184
131	0.04999475458
132	0.04985307435
133	0.04975711668
134	0.04969328908
135	0.04957107352
136	0.04952361993
137	0.04949009948
138	0.0493813136
139	0.04924447486
140	0.04913090124
141	0.04901632856
142	0.04889063819
143	0.04880770686
144	0.04867109016
145	0.04861778732
146	0.04852832783
147	0.04846914825
148	0.0483541686
149	0.04831021808
150	0.04824284412
151	0.04814157762
152	0.0481020821
153	0.04802096189
154	0.04798005889
155	0.04788372127
156	0.04778206541
157	0.04768081824
158	0.04757949348
159	0.04752477269
160	0.04745809752
161	0.04738794159
162	0.0473127695
163	0.0472184268
164	0.04710669308
165	0.047003641
166	0.04696300584
167	0.04687422204
168	0.04676405601
169	0.04674055194
170	0.0466960694
171	0.04661261497
172	0.04651471572
173	0.04644550001
174	0.04633074068
175	0.04623888691
176	0.04620115024
177	0.04615733942
178	0.04606036018
179	0.04601492284
180	0.04598743955
181	0.04590548539
182	0.04586257
183	0.04576228305
184	0.04566842099
185	0.04560296212
186	0.04557250354
187	0.04551812147
188	0.04546027617
189	0.04542123943
190	0.04531003792
191	0.04524197391
192	0.04514800774
193	0.04511022085
194	0.0450305544
195	0.04495814166
196	0.04491180017
197	0.0448896023
198	0.04482217181
199	0.04474564066
200	0.04469044098
201	0.04456585039
202	0.04454296013
203	0.04446857565
204	0.04433109921
205	0.04427999622
206	0.04425692258
207	0.04420379625
208	0.04417640992
209	0.0441235113
210	0.04409961886
211	0.04404253474
212	0.04398866853
213	0.04395522743
214	0.04385970178
215	0.04379265119
216	0.04373785393
217	0.04368868307
218	0.04359284036
219	0.04350069155
220	0.04347832559
221	0.04343966715
222	0.04336259816
223	0.04334377642
224	0.0432935766
225	0.04328325853
226	0.0432159369
227	0.04318680278
228	0.0430928153
229	0.04303434246
230	0.04302448874
231	0.0429695437
232	0.04293129368
233	0.04286604775
234	0.04282247404
235	0.04275374023
236	0.04267984859
237	0.04264551075
238	0.04258288758
239	0.04252913345
240	0.04249379026
241	0.04246008979
242	0.0424325952
243	0.04242851171
244	0.04236220929
245	0.0423094505
246	0.04228287505
247	0.04219283403
248	0.04214095151
249	0.04210623987
250	0.0420734901
251	0.04201607641
252	0.04191618489
253	0.04184481103
254	0.04182625975
255	0.04176766126
256	0.04170782031
257	0.04166723158
258	0.04161668537
259	0.04158793951
260	0.04152500843
261	0.04149445095
262	0.04141701917
263	0.04132624646
264	0.04132144048
265	0.04129223794
266	0.04125550961
267	0.04117010947
268	0.04112706088
269	0.04105723182
270	0.04104405081
271	0.04094929689
272	0.04088788104
273	0.04084060122
274	0.04075479014
275	0.04074229037
276	0.04065539324
277	0.04060970154
278	0.04054003028
279	0.04047961144
280	0.04043412877
281	0.04042705636
282	0.04037009099
283	0.0403571516
284	0.04033166347
285	0.04027182037
286	0.04021051928
287	0.04016136625
288	0.04012030894
289	0.04008169882
290	0.04005780242
291	0.03999242579
292	0.03997382076
293	0.03988509591
294	0.03980373011
295	0.03976260106
296	0.03975343042
297	0.03972650679
298	0.03968581838
299	0.03962192257
300	0.03957975163
301	0.03949015001
302	0.03945633609
303	0.03943916527
304	0.0393982722
305	0.03937092036
306	0.03930127257
307	0.03923585825
308	0.03919190547
309	0.03909477047
310	0.03904652531
311	0.03903682578
312	0.03897094936
313	0.03893450638
314	0.03888435374
315	0.03885540483
316	0.03881174369
317	0.03875774164
318	0.03870502125
319	0.03866145626
320	0.03864336752
321	0.03859190263
322	0.03850475992
323	0.03845090364
324	0.03843293077
325	0.03842251704
326	0.03839944041
327	0.03833542746
328	0.03828475959
329	0.038233529
330	0.03819295277
331	0.0381332386
332	0.03808169749
333	0.03801809521
334	0.03790165428
335	0.03789692534
336	0.03783414318
337	0.03780652628
338	0.03779357733
339	0.03776868626
340	0.03769798601
341	0.03765271212
342	0.03761243212
343	0.03750213569
344	0.03749670365
345	0.03744778488
346	0.03737493874
347	0.03734081284
348	0.0373130326
349	0.03727343911
350	0.03721273884
351	0.03713305455
352	0.03709887183
353	0.03704245341
354	0.0370295561
355	0.0369295233
356	0.03691933363
357	0.03689556723
358	0.03687016841
359	0.03680246384
360	0.03674682171
361	0.03664489807
362	0.0366238539
363	0.03657524575
364	0.03652532905
365	0.03648132871
366	0.03640798479
367	0.03633873068
368	0.03626930644
369	0.03623934053
370	0.0361934914
371	0.03614433934
372	0.03610465536
373	0.03606562685
374	0.03606140665
375	0.03602681658
376	0.03597215741
377	0.0359208426
378	0.03580292073
379	0.03577124943
380	0.03574962721
381	0.03572030698
382	0.03566508901
383	0.03560307441
384	0.03556493907
385	0.03548803394
386	0.03545098764
387	0.03540644279
388	0.03536558748
389	0.03534006895
390	0.03530341204
391	0.03528423761
392	0.0352165006
393	0.03516146245
394	0.03509735854
395	0.03503428653
396	0.03500925041
397	0.03495803383
398	0.03488607997
399	0.03481547978
400	0.03474947723
401	0.03470226771
402	0.0346664436
403	0.03459539434
404	0.03455013806
405	0.03446712421
406	0.03441398228
407	0.03434288113
408	0.03428284877
409	0.03423666611
410	0.03415309758
411	0.0340896336
412	0.03404882505
413	0.03397370767
414	0.03393235712
415	0.03388178789
416	0.03383487363
417	0.03381192514
418	0.03374607583
419	0.03372642071
420	0.03369684337
421	0.03368480623
422	0.03365596558
423	0.0336331225
424	0.03359216873
425	0.03354958625
426	0.03349828
427	0.03345896828
428	0.03341871848
429	0.03337031956
430	0.03331356398
431	0.03327396374
432	0.03322877959
433	0.03321497577
434	0.03316746055
435	0.03314811711
436	0.03308611842
437	0.03301242273
438	0.03290416593
439	0.03286395221
440	0.03281975244
441	0.03279185814
442	0.032752336
443	0.03272834265
444	0.03269222561
445	0.0326446719
446	0.0325762152
447	0.03255446085
448	0.03254403468
449	0.03244742942
450	0.03238078258
451	0.0323430036
452	0.0322564414
453	0.03222140405
454	0.03214792909
455	0.03210666177
456	0.03205065084
457	0.03198946925
458	0.03197523527
459	0.03192939283
460	0.03190907005
461	0.03188252075
462	0.03186334564
463	0.03181189074
464	0.03177225511
465	0.03170388723
466	0.03167186452
467	0.03161764965
468	0.03157997615
469	0.03155979126
470	0.03150967728
471	0.03149148983
472	0.03147863737
473	0.03146009864
474	0.03145167951
475	0.03143370654
476	0.03140189695
477	0.03139429374
478	0.03133961562
479	0.03131402015
480	0.03126696548
481	0.03118697509
482	0.03114931323
483	0.03109958945
484	0.03104563733
485	0.03100618688
486	0.03098302995
487	0.03095120153
488	0.03090596615
489	0.03085102363
490	0.03082213045
491	0.03075949459
492	0.03067205597
493	0.03064247288
494	0.03060729188
495	0.03055856012
496	0.03053083001
497	0.03047431803
498	0.0304240223
499	0.03040354226
500	0.0303828127
501	0.03035121162
502	0.03033228496
503	0.03026695906
504	0.0302550346
505	0.03019806477
506	0.03016720602
507	0.03012146057
508	0.03006444359
509	0.03001979602
510	0.02998021001
511	0.02995159931
512	0.0299347255
513	0.02989616554
514	0.029863938
515	0.02982883198
516	0.029778336
517	0.02973138891
518	0.02968950175
519	0.02966326015
520	0.02960098387
521	0.02956892007
522	0.02951461019
523	0.02946736756
524	0.02943562206
525	0.02941051389
526	0.02938550971
527	0.02931626545
528	0.02927413072
529	0.02919722651
530	0.02916292979
531	0.02912572022
532	0.02912409405
533	0.02907535146
534	0.02903478891
535	0.0290193887
536	0.02897303629
537	0.02892058508
538	0.0288815038
539	0.02885942333
540	0.02882979591
541	0.02876617582
542	0.02874522143
543	0.02870377329
544	0.02867604447
545	0.02865324126
546	0.02863047554
547	0.02859617939
548	0.02855557399
549	0.02854838644
550	0.02848170238
551	0.02844120036
552	0.02841035326
553	0.02833847208
554	0.02829900774
555	0.02827382759
556	0.02823743694
557	0.02819166816
558	0.02815668585
559	0.02813506324
560	0.02809862352
561	0.02806742749
562	0.02802966184
563	0.02798328377
564	0.02794297397
565	0.02792296891
566	0.02789956791
567	0.0278627731
568	0.02783495751
569	0.02781908479
570	0.02778763408
571	0.02775877983
572	0.02773195931
573	0.02769021833
574	0.02766952538
575	0.02765590751
576	0.02761220729
577	0.027562355
578	0.02754637372
579	0.02751875981
580	0.02751339604
581	0.0274934213
582	0.02747561409
583	0.02745569038
584	0.02743664104
585	0.02739681205
586	0.02735676255
587	0.02731583528
588	0.02729029821
589	0.02723572831
590	0.02720625478
591	0.0271952129
592	0.02716387253
593	0.02715188421
594	0.02713832767
595	0.02711978032
596	0.02709607698
597	0.02706986488
598	0.02700110631
599	0.02697415946
600	0.02695327834
601	0.02692289142
602	0.02688730081
603	0.02683055049
604	0.02681549348
605	0.02675463898
606	0.02670979569
607	0.02667265598
608	0.02662368516
609	0.02661229223
610	0.02660309859
611	0.02657174907
612	0.0265200146
613	0.02648176776
614	0.02642541913
615	0.02640569022
616	0.02635391848
617	0.02631475295
618	0.02629218436
619	0.02626974748
620	0.02624128287
621	0.02621938848
622	0.02619117414
623	0.02613964999
624	0.02610207277
